file,missing_cols,extra_cols
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-05.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-06.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-07.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-08.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'null'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-09.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-10.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-11.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-12.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-01.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-02.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-03.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-04.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-05.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-06.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-07.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-08.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-09.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-10.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-11.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-12.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-01.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-02.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-03.parquet,"[('End_Lat', 'double'), ('End_Lon', 'double'), ('Fare_Amt', 'double'), ('Passenger_Count', 'int64'), ('Payment_Type', 'string'), ('Rate_Code', 'double'), ('Start_Lat', 'double'), ('Start_Lon', 'double'), ('Tip_Amt', 'double'), ('Tolls_Amt', 'double'), ('Total_Amt', 'double'), ('Trip_Distance', 'double'), ('Trip_Dropoff_DateTime', 'string'), ('Trip_Pickup_DateTime', 'string'), ('store_and_forward', 'double'), ('surcharge', 'double'), ('vendor_name', 'string')]","[('DOLocationID', 'int64'), ('PULocationID', 'int64'), ('RatecodeID', 'int64'), ('VendorID', 'int64'), ('airport_fee', 'null'), ('congestion_surcharge', 'null'), ('extra', 'double'), ('fare_amount', 'double'), ('improvement_surcharge', 'double'), ('passenger_count', 'int64'), ('payment_type', 'int64'), ('store_and_fwd_flag', 'string'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('total_amount', 'double'), ('tpep_dropoff_datetime', 'timestamp[us]'), ('tpep_pickup_datetime', 'timestamp[us]'), ('trip_distance', 'double')]"
